"missing_points","mean","max","min","Estimator","diff","par"
3,0.736587340052775,0.738860908354009,0.732465073703302,"MLE",0.00639583465070692,"alpha"
4,0.736562244469662,0.739852495197175,0.731553520745056,"MLE",0.00829897445211902,"alpha"
5,0.737056068128283,0.743200035438638,0.732806910294223,"MLE",0.010393125144415,"alpha"
6,0.737029372328904,0.740507218597763,0.731087565448578,"MLE",0.00941965314918503,"alpha"
7,0.736921593456516,0.741623512966139,0.725221310061887,"MLE",0.0164022029042521,"alpha"
8,0.737032860582152,0.74059685626761,0.731424166873892,"MLE",0.00917268939371796,"alpha"
9,0.736580973396147,0.743352892355501,0.72800903758438,"MLE",0.015343854771121,"alpha"
10,0.737067371247283,0.741986320205583,0.727206571947023,"MLE",0.01477974825856,"alpha"
11,0.737533726891388,0.74451576179068,0.729223762650011,"MLE",0.015291999140669,"alpha"
12,0.736612089868663,0.744855111875491,0.728139621470611,"MLE",0.0167154904048801,"alpha"
13,0.737838245600402,0.743418609478214,0.729932262730462,"MLE",0.0134863467477521,"alpha"
14,0.737803525978377,0.743536930281433,0.725628412366682,"MLE",0.017908517914751,"alpha"
15,0.737389199797099,0.743816573200646,0.726644063135461,"MLE",0.0171725100651849,"alpha"
16,0.737344473080301,0.744866145768887,0.728837569231875,"MLE",0.016028576537012,"alpha"
17,0.737550822858752,0.744955622798055,0.727027673170922,"MLE",0.0179279496271331,"alpha"
18,0.737874114722278,0.744176992791519,0.728550476408844,"MLE",0.0156265163826751,"alpha"
19,0.737566902253901,0.744856780454242,0.725016340702775,"MLE",0.019840439751467,"alpha"
20,0.737218045130901,0.748696822361078,0.727488644813347,"MLE",0.0212081775477311,"alpha"
21,0.736882024856305,0.744327114106265,0.724841320693567,"MLE",0.019485793412698,"alpha"
22,0.737930608312746,0.745917148825707,0.726133891246107,"MLE",0.0197832575796,"alpha"
23,0.737309445596213,0.745596078541694,0.723808402834733,"MLE",0.0217876757069609,"alpha"
24,0.737309832064318,0.747793428192887,0.725641559177843,"MLE",0.022151869015044,"alpha"
25,0.7374857614569,0.751487240058636,0.725857362069451,"MLE",0.025629877989185,"alpha"
26,0.737232224501533,0.745343406791695,0.724332988279341,"MLE",0.021010418512354,"alpha"
27,0.737347779929605,0.749361245273709,0.724560856181185,"MLE",0.0248003890925239,"alpha"
28,0.737679122506924,0.744658550223417,0.727147905171705,"MLE",0.017510645051712,"alpha"
29,0.737029318514414,0.744335241569267,0.722031584974907,"MLE",0.02230365659436,"alpha"
30,0.737673486667072,0.74804171335198,0.725164008041015,"MLE",0.022877705310965,"alpha"
1,0.631362162959341,0.637949449027886,0.625080230561475,"LSE",0.012869218466411,"beta"
