"est","label","ending.day","ending.date","parameter"
0.942786035094033,"MLE",365,2021-01-30,"alpha"
0.949920643786298,"MLE",366,2021-01-31,"alpha"
0.953650900607079,"MLE",367,2021-02-01,"alpha"
0.948003980823421,"MLE",368,2021-02-02,"alpha"
0.950558087530855,"MLE",369,2021-02-03,"alpha"
0.949847354224476,"MLE",370,2021-02-04,"alpha"
0.951590083877736,"MLE",371,2021-02-05,"alpha"
0.955857109453948,"MLE",372,2021-02-06,"alpha"
0.952416520601504,"MLE",373,2021-02-07,"alpha"
0.95712937872007,"MLE",374,2021-02-08,"alpha"
0.963879216459791,"MLE",375,2021-02-09,"alpha"
0.959635247354676,"MLE",376,2021-02-10,"alpha"
0.966534815814586,"MLE",377,2021-02-11,"alpha"
0.961981794743593,"MLE",378,2021-02-12,"alpha"
0.96913977147696,"MLE",379,2021-02-13,"alpha"
0.962155490413568,"MLE",380,2021-02-14,"alpha"
0.965356731996785,"MLE",381,2021-02-15,"alpha"
0.953340063048033,"MLE",382,2021-02-16,"alpha"
0.963661374574733,"MLE",383,2021-02-17,"alpha"
0.966753393032564,"MLE",384,2021-02-18,"alpha"
0.969167502802633,"MLE",385,2021-02-19,"alpha"
0.977059522927216,"MLE",386,2021-02-20,"alpha"
0.976948188021219,"MLE",387,2021-02-21,"alpha"
0.968960417517033,"MLE",388,2021-02-22,"alpha"
0.97208677945071,"MLE",389,2021-02-23,"alpha"
0.970982909551068,"MLE",390,2021-02-24,"alpha"
0.97918404057304,"MLE",391,2021-02-25,"alpha"
0.967660354245363,"MLE",392,2021-02-26,"alpha"
0.975739564745538,"MLE",393,2021-02-27,"alpha"
0.98218156190254,"MLE",394,2021-02-28,"alpha"
0.976531009915969,"MLE",395,2021-03-01,"alpha"
0.973173697520772,"MLE",396,2021-03-02,"alpha"
0.974210388400967,"MLE",397,2021-03-03,"alpha"
0.975248874564686,"MLE",398,2021-03-04,"alpha"
0.970923761983608,"MLE",399,2021-03-05,"alpha"
0.971274857669506,"MLE",400,2021-03-06,"alpha"
0.971835937695933,"MLE",401,2021-03-07,"alpha"
0.966113452078228,"MLE",402,2021-03-08,"alpha"
0.976318916543931,"MLE",403,2021-03-09,"alpha"
0.971539259558846,"MLE",404,2021-03-10,"alpha"
0.9736867,"MLE",405,2021-03-11,"alpha"
0.0248601156368009,"LSE",336,2021-01-01,"gamma"
0.074860115636801,"LSE",337,2021-01-02,"gamma"
0.127861853352553,"LSE",338,2021-01-03,"gamma"
0.181542744682741,"LSE",339,2021-01-04,"gamma"
0.226206702419162,"LSE",340,2021-01-05,"gamma"
0.270307039126389,"LSE",341,2021-01-06,"gamma"
0.320758014500029,"LSE",342,2021-01-07,"gamma"
0.376274389173047,"LSE",343,2021-01-08,"gamma"
0.441902047725505,"LSE",344,2021-01-09,"gamma"
0.490683103680301,"LSE",345,2021-01-10,"gamma"
0.538582688480111,"LSE",346,2021-01-11,"gamma"
0.585030280341727,"LSE",347,2021-01-12,"gamma"
0.59949546730811,"LSE",348,2021-01-13,"gamma"
0.655563530342886,"LSE",349,2021-01-14,"gamma"
0.680937953043532,"LSE",350,2021-01-15,"gamma"
0.70068533645867,"LSE",351,2021-01-16,"gamma"
0.702894496278929,"LSE",352,2021-01-17,"gamma"
0.754240844144882,"LSE",353,2021-01-18,"gamma"
0.752701679255081,"LSE",354,2021-01-19,"gamma"
0.777272028637581,"LSE",355,2021-01-20,"gamma"
0.758621266994528,"LSE",356,2021-01-21,"gamma"
0.798411144142878,"LSE",357,2021-01-22,"gamma"
0.847555423317757,"LSE",358,2021-01-23,"gamma"
0.86107168945184,"LSE",359,2021-01-24,"gamma"
0.841919050729363,"LSE",360,2021-01-25,"gamma"
0.798346446901083,"LSE",361,2021-01-26,"gamma"
0.86781249435139,"LSE",362,2021-01-27,"gamma"
0.839605523673382,"LSE",363,2021-01-28,"gamma"
0.86325438475101,"LSE",364,2021-01-29,"gamma"
0.849350443782478,"LSE",365,2021-01-30,"gamma"
0.89657832648806,"LSE",366,2021-01-31,"gamma"
0.841926224784167,"LSE",367,2021-02-01,"gamma"
0.844194074805316,"LSE",368,2021-02-02,"gamma"
0.87526215333025,"LSE",369,2021-02-03,"gamma"
0.826969472036295,"LSE",370,2021-02-04,"gamma"
0.839065163525046,"LSE",371,2021-02-05,"gamma"
0.88284933427911,"LSE",372,2021-02-06,"gamma"
0.853720953440056,"LSE",373,2021-02-07,"gamma"
0.88895071667104,"LSE",374,2021-02-08,"gamma"
0.89371296409181,"LSE",375,2021-02-09,"gamma"
0.86375395010223,"LSE",376,2021-02-10,"gamma"
0.89085593240664,"LSE",377,2021-02-11,"gamma"
0.814932527752412,"LSE",378,2021-02-12,"gamma"
0.87487371165869,"LSE",379,2021-02-13,"gamma"
0.86298913693525,"LSE",380,2021-02-14,"gamma"
0.96389756526441,"LSE",381,2021-02-15,"gamma"
0.826288502071042,"LSE",382,2021-02-16,"gamma"
0.86427997878619,"LSE",383,2021-02-17,"gamma"
0.8657206990738,"LSE",384,2021-02-18,"gamma"
0.839083035866785,"LSE",385,2021-02-19,"gamma"
0.85571472602766,"LSE",386,2021-02-20,"gamma"
0.89104389537434,"LSE",387,2021-02-21,"gamma"
0.8594973704425,"LSE",388,2021-02-22,"gamma"
0.86121332352208,"LSE",389,2021-02-23,"gamma"
0.89487604369052,"LSE",390,2021-02-24,"gamma"
0.820988686242864,"LSE",391,2021-02-25,"gamma"
0.87538699710549,"LSE",392,2021-02-26,"gamma"
0.88881494237326,"LSE",393,2021-02-27,"gamma"
0.86009935669808,"LSE",394,2021-02-28,"gamma"
0.91290008803284,"LSE",395,2021-03-01,"gamma"
0.805267570081524,"LSE",396,2021-03-02,"gamma"
0.832332961729129,"LSE",397,2021-03-03,"gamma"
0.88485161582868,"LSE",398,2021-03-04,"gamma"
0.839542864008581,"LSE",399,2021-03-05,"gamma"
0.8719105076832,"LSE",400,2021-03-06,"gamma"
0.814939000476611,"LSE",401,2021-03-07,"gamma"
0.825732588322162,"LSE",402,2021-03-08,"gamma"
0.830606357506584,"LSE",403,2021-03-09,"gamma"
0.82867158473426,"LSE",404,2021-03-10,"gamma"
0.8952011,"LSE",405,2021-03-11,"gamma"
0.297481208874701,"MLE",336,2021-01-01,"gamma"
0.325636198874701,"MLE",337,2021-01-02,"gamma"
0.364305148874701,"MLE",338,2021-01-03,"gamma"
0.388930608874701,"MLE",339,2021-01-04,"gamma"
0.371317188874701,"MLE",340,2021-01-05,"gamma"
0.403397668874701,"MLE",341,2021-01-06,"gamma"
0.410074268874701,"MLE",342,2021-01-07,"gamma"
0.405675208874701,"MLE",343,2021-01-08,"gamma"
0.423218908874701,"MLE",344,2021-01-09,"gamma"
0.429346458874701,"MLE",345,2021-01-10,"gamma"
0.426700208874701,"MLE",346,2021-01-11,"gamma"
0.453191556199121,"MLE",347,2021-01-12,"gamma"
0.452901405111125,"MLE",348,2021-01-13,"gamma"
0.463441069078276,"MLE",349,2021-01-14,"gamma"
0.452364723863248,"MLE",350,2021-01-15,"gamma"
0.453880305457526,"MLE",351,2021-01-16,"gamma"
0.485064525789832,"MLE",352,2021-01-17,"gamma"
0.501394990567347,"MLE",353,2021-01-18,"gamma"
0.491635745810636,"MLE",354,2021-01-19,"gamma"
0.507795322673897,"MLE",355,2021-01-20,"gamma"
0.515603544572575,"MLE",356,2021-01-21,"gamma"
0.524588806713957,"MLE",357,2021-01-22,"gamma"
0.522225054628719,"MLE",358,2021-01-23,"gamma"
0.535101529881493,"MLE",359,2021-01-24,"gamma"
0.518776331789886,"MLE",360,2021-01-25,"gamma"
0.532026594260701,"MLE",361,2021-01-26,"gamma"
0.528585500907173,"MLE",362,2021-01-27,"gamma"
